time_since_trigger,group_id,rollback,reopen,capacity_multiplier,date_peak,crit_det_peak,rollback_fct
64,85,pr0,50perc,0,2021-01-16,1262,none (0%)
47,222,pr0,50perc,0,2021-01-16,785,none (0%)
35,67,pr0,50perc,0,2021-01-17,572,none (0%)
35,67,pr0,50perc,0,2021-01-17,572,none (0%)
57,65,pr0,50perc,0,2021-01-18,1019,none (0%)
50,249,pr0,50perc,0,2021-01-18,827,none (0%)
36,287,pr0,50perc,0,2021-01-18,553,none (0%)
36,287,pr0,50perc,0,2021-01-18,553,none (0%)
62,288,pr0,50perc,0,2021-01-18,1288,none (0%)
61,341,pr0,50perc,0,2021-01-18,902,none (0%)
57,65,pr0,50perc,0,2021-01-18,1019,none (0%)
56,155,pr0,50perc,0,2021-01-18,1061,none (0%)
57,218,pr0,50perc,0,2021-01-18,798,none (0%)
54,225,pr0,50perc,0,2021-01-18,935,none (0%)
53,9,pr0,50perc,0,2021-01-19,885,none (0%)
53,236,pr0,50perc,0,2021-01-19,709,none (0%)
55,260,pr0,50perc,0,2021-01-19,666,none (0%)
55,274,pr0,50perc,0,2021-01-19,735,none (0%)
66,283,pr0,50perc,0,2021-01-19,1313,none (0%)
67,331,pr0,50perc,0,2021-01-19,952,none (0%)
71,333,pr0,50perc,0,2021-01-19,1336,none (0%)
70,179,pr0,50perc,0,2021-01-20,1092,none (0%)
65,93,pr0,50perc,0,2021-01-21,1123,none (0%)
55,111,pr0,50perc,0,2021-01-21,870,none (0%)
26,131,pr0,50perc,0,2021-01-21,468,none (0%)
39,192,pr0,50perc,0,2021-01-21,542,none (0%)
68,112,pr0,50perc,0,2021-01-22,1351,none (0%)
59,127,pr0,50perc,0,2021-01-22,840,none (0%)
61,166,pr0,50perc,0,2021-01-22,975,none (0%)
64,191,pr0,50perc,0,2021-01-22,881,none (0%)
33,245,pr0,50perc,0,2021-01-22,448,none (0%)
44,312,pr0,50perc,0,2021-01-22,667,none (0%)
58,318,pr0,50perc,0,2021-01-22,785,none (0%)
62,324,pr0,50perc,0,2021-01-22,841,none (0%)
63,43,pr0,50perc,0,2021-01-23,1281,none (0%)
64,44,pr0,50perc,0,2021-01-23,897,none (0%)
45,52,pr0,50perc,0,2021-01-23,633,none (0%)
42,214,pr0,50perc,0,2021-01-23,724,none (0%)
68,300,pr0,50perc,0,2021-01-23,931,none (0%)
53,24,pr0,50perc,0,2021-01-24,707,none (0%)
62,173,pr0,50perc,0,2021-01-24,907,none (0%)
51,187,pr0,50perc,0,2021-01-24,814,none (0%)
61,200,pr0,50perc,0,2021-01-24,830,none (0%)
55,266,pr0,50perc,0,2021-01-24,830,none (0%)
49,273,pr0,50perc,0,2021-01-24,674,none (0%)
72,372,pr0,50perc,0,2021-01-24,1136,none (0%)
63,49,pr0,50perc,0,2021-01-25,779,none (0%)
53,81,pr0,50perc,0,2021-01-25,741,none (0%)
69,110,pr0,50perc,0,2021-01-25,885,none (0%)
53,137,pr0,50perc,0,2021-01-25,898,none (0%)
46,140,pr0,50perc,0,2021-01-25,552,none (0%)
49,157,pr0,50perc,0,2021-01-25,458,none (0%)
63,171,pr0,50perc,0,2021-01-25,808,none (0%)
72,199,pr0,50perc,0,2021-01-25,920,none (0%)
42,253,pr0,50perc,0,2021-01-25,491,none (0%)
61,294,pr0,50perc,0,2021-01-25,919,none (0%)
45,301,pr0,50perc,0,2021-01-25,550,none (0%)
76,313,pr0,50perc,0,2021-01-25,1055,none (0%)
56,41,pr0,50perc,0,2021-01-26,791,none (0%)
50,91,pr0,50perc,0,2021-01-26,485,none (0%)
56,109,pr0,50perc,0,2021-01-26,613,none (0%)
46,143,pr0,50perc,0,2021-01-26,570,none (0%)
54,203,pr0,50perc,0,2021-01-26,1510,none (0%)
63,234,pr0,50perc,0,2021-01-26,960,none (0%)
63,377,pr0,50perc,0,2021-01-26,801,none (0%)
63,377,pr0,50perc,0,2021-01-26,801,none (0%)
52,17,pr0,50perc,0,2021-01-27,861,none (0%)
35,206,pr0,50perc,0,2021-01-27,489,none (0%)
69,51,pr0,50perc,0,2021-01-28,1106,none (0%)
65,92,pr0,50perc,0,2021-01-28,733,none (0%)
65,92,pr0,50perc,0,2021-01-28,733,none (0%)
50,99,pr0,50perc,0,2021-01-28,529,none (0%)
44,107,pr0,50perc,0,2021-01-28,749,none (0%)
51,177,pr0,50perc,0,2021-01-28,716,none (0%)
72,195,pr0,50perc,0,2021-01-28,1155,none (0%)
48,212,pr0,50perc,0,2021-01-28,698,none (0%)
61,302,pr0,50perc,0,2021-01-28,941,none (0%)
70,315,pr0,50perc,0,2021-01-28,890,none (0%)
31,349,pr0,50perc,0,2021-01-28,414,none (0%)
77,376,pr0,50perc,0,2021-01-28,1885,none (0%)
54,25,pr0,50perc,0,2021-01-29,847,none (0%)
43,144,pr0,50perc,0,2021-01-29,484,none (0%)
73,201,pr0,50perc,0,2021-01-29,1010,none (0%)
66,230,pr0,50perc,0,2021-01-29,1011,none (0%)
66,322,pr0,50perc,0,2021-01-29,1081,none (0%)
64,337,pr0,50perc,0,2021-01-29,956,none (0%)
61,362,pr0,50perc,0,2021-01-29,711,none (0%)
67,77,pr0,50perc,0,2021-01-30,1116,none (0%)
67,77,pr0,50perc,0,2021-01-30,1116,none (0%)
53,88,pr0,50perc,0,2021-01-30,623,none (0%)
61,147,pr0,50perc,0,2021-01-30,953,none (0%)
47,175,pr0,50perc,0,2021-01-30,662,none (0%)
48,183,pr0,50perc,0,2021-01-30,664,none (0%)
56,353,pr0,50perc,0,2021-01-30,558,none (0%)
55,7,pr0,50perc,0,2021-01-31,1215,none (0%)
40,71,pr0,50perc,0,2021-02-01,534,none (0%)
42,101,pr0,50perc,0,2021-02-01,427,none (0%)
69,114,pr0,50perc,0,2021-02-01,1053,none (0%)
69,114,pr0,50perc,0,2021-02-01,1053,none (0%)
61,116,pr0,50perc,0,2021-02-01,892,none (0%)
44,120,pr0,50perc,0,2021-02-01,630,none (0%)
52,153,pr0,50perc,0,2021-02-01,674,none (0%)
53,189,pr0,50perc,0,2021-02-01,766,none (0%)
67,352,pr0,50perc,0,2021-02-01,893,none (0%)
51,8,pr0,50perc,0,2021-02-02,834,none (0%)
51,8,pr0,50perc,0,2021-02-02,834,none (0%)
50,121,pr0,50perc,0,2021-02-02,675,none (0%)
55,190,pr0,50perc,0,2021-02-02,609,none (0%)
43,311,pr0,50perc,0,2021-02-02,518,none (0%)
40,357,pr0,50perc,0,2021-02-02,620,none (0%)
56,40,pr0,50perc,0,2021-02-03,722,none (0%)
58,98,pr0,50perc,0,2021-02-03,813,none (0%)
40,126,pr0,50perc,0,2021-02-03,501,none (0%)
58,194,pr0,50perc,0,2021-02-03,647,none (0%)
45,215,pr0,50perc,0,2021-02-03,648,none (0%)
55,348,pr0,50perc,0,2021-02-03,868,none (0%)
66,359,pr0,50perc,0,2021-02-03,1225,none (0%)
74,380,pr0,50perc,0,2021-02-03,1048,none (0%)
55,60,pr0,50perc,0,2021-02-04,762,none (0%)
64,169,pr0,50perc,0,2021-02-04,1079,none (0%)
18,256,pr0,50perc,0,2021-02-04,419,none (0%)
56,366,pr0,50perc,0,2021-02-04,830,none (0%)
54,370,pr0,50perc,0,2021-02-04,747,none (0%)
74,108,pr0,50perc,0,2021-02-05,1389,none (0%)
52,224,pr0,50perc,0,2021-02-05,691,none (0%)
72,241,pr0,50perc,0,2021-02-05,842,none (0%)
60,284,pr0,50perc,0,2021-02-05,794,none (0%)
68,338,pr0,50perc,0,2021-02-05,820,none (0%)
51,356,pr0,50perc,0,2021-02-05,616,none (0%)
47,360,pr0,50perc,0,2021-02-05,695,none (0%)
37,29,pr0,50perc,0,2021-02-06,407,none (0%)
64,68,pr0,50perc,0,2021-02-06,824,none (0%)
,82,pr0,50perc,0,2021-02-06,284,none (0%)
41,193,pr0,50perc,0,2021-02-06,545,none (0%)
55,3,pr0,50perc,0,2021-02-06,712,none (0%)
55,3,pr0,50perc,0,2021-02-06,712,none (0%)
51,16,pr0,50perc,0,2021-02-06,554,none (0%)
69,30,pr0,50perc,0,2021-02-06,1320,none (0%)
55,113,pr0,50perc,0,2021-02-06,698,none (0%)
55,113,pr0,50perc,0,2021-02-06,698,none (0%)
46,117,pr0,50perc,0,2021-02-06,843,none (0%)
69,276,pr0,50perc,0,2021-02-06,809,none (0%)
45,280,pr0,50perc,0,2021-02-06,525,none (0%)
63,27,pr0,50perc,0,2021-02-07,651,none (0%)
54,54,pr0,50perc,0,2021-02-07,651,none (0%)
63,89,pr0,50perc,0,2021-02-07,1208,none (0%)
28,128,pr0,50perc,0,2021-02-07,416,none (0%)
66,196,pr0,50perc,0,2021-02-07,714,none (0%)
67,238,pr0,50perc,0,2021-02-07,852,none (0%)
54,271,pr0,50perc,0,2021-02-07,613,none (0%)
45,286,pr0,50perc,0,2021-02-07,617,none (0%)
52,290,pr0,50perc,0,2021-02-07,626,none (0%)
66,11,pr0,50perc,0,2021-02-08,1250,none (0%)
43,152,pr0,50perc,0,2021-02-08,517,none (0%)
63,269,pr0,50perc,0,2021-02-08,808,none (0%)
64,323,pr0,50perc,0,2021-02-08,960,none (0%)
57,347,pr0,50perc,0,2021-02-08,730,none (0%)
57,347,pr0,50perc,0,2021-02-08,730,none (0%)
36,373,pr0,50perc,0,2021-02-08,452,none (0%)
61,74,pr0,50perc,0,2021-02-09,910,none (0%)
49,182,pr0,50perc,0,2021-02-09,531,none (0%)
69,228,pr0,50perc,0,2021-02-09,717,none (0%)
75,233,pr0,50perc,0,2021-02-09,822,none (0%)
64,346,pr0,50perc,0,2021-02-09,897,none (0%)
64,350,pr0,50perc,0,2021-02-09,931,none (0%)
52,47,pr0,50perc,0,2021-02-10,567,none (0%)
22,158,pr0,50perc,0,2021-02-10,335,none (0%)
67,277,pr0,50perc,0,2021-02-10,719,none (0%)
71,335,pr0,50perc,0,2021-02-10,968,none (0%)
43,355,pr0,50perc,0,2021-02-10,575,none (0%)
28,32,pr0,50perc,0,2021-02-11,493,none (0%)
31,69,pr0,50perc,0,2021-02-11,444,none (0%)
78,86,pr0,50perc,0,2021-02-11,837,none (0%)
73,159,pr0,50perc,0,2021-02-11,925,none (0%)
59,160,pr0,50perc,0,2021-02-11,814,none (0%)
80,220,pr0,50perc,0,2021-02-11,1115,none (0%)
67,255,pr0,50perc,0,2021-02-11,1330,none (0%)
40,298,pr0,50perc,0,2021-02-11,510,none (0%)
68,327,pr0,50perc,0,2021-02-11,1214,none (0%)
63,336,pr0,50perc,0,2021-02-11,836,none (0%)
64,371,pr0,50perc,0,2021-02-11,617,none (0%)
60,129,pr0,50perc,0,2021-02-12,892,none (0%)
66,379,pr0,50perc,0,2021-02-12,683,none (0%)
45,15,pr0,50perc,0,2021-02-13,545,none (0%)
55,31,pr0,50perc,0,2021-02-13,634,none (0%)
57,45,pr0,50perc,0,2021-02-13,1018,none (0%)
41,80,pr0,50perc,0,2021-02-13,582,none (0%)
44,102,pr0,50perc,0,2021-02-13,528,none (0%)
52,208,pr0,50perc,0,2021-02-13,953,none (0%)
69,211,pr0,50perc,0,2021-02-13,806,none (0%)
62,363,pr0,50perc,0,2021-02-13,660,none (0%)
,188,pr0,50perc,0,2021-02-14,226,none (0%)
41,265,pr0,50perc,0,2021-02-14,445,none (0%)
,299,pr0,50perc,0,2021-02-14,302,none (0%)
44,149,pr0,50perc,0,2021-02-15,649,none (0%)
58,181,pr0,50perc,0,2021-02-15,913,none (0%)
61,227,pr0,50perc,0,2021-02-15,693,none (0%)
29,243,pr0,50perc,0,2021-02-15,420,none (0%)
,254,pr0,50perc,0,2021-02-15,279,none (0%)
61,62,pr0,50perc,0,2021-02-16,685,none (0%)
63,63,pr0,50perc,0,2021-02-16,740,none (0%)
47,250,pr0,50perc,0,2021-02-16,502,none (0%)
39,264,pr0,50perc,0,2021-02-16,572,none (0%)
66,319,pr0,50perc,0,2021-02-16,922,none (0%)
59,18,pr0,50perc,0,2021-02-17,671,none (0%)
58,240,pr0,50perc,0,2021-02-17,828,none (0%)
55,55,pr0,50perc,0,2021-02-18,604,none (0%)
41,64,pr0,50perc,0,2021-02-18,439,none (0%)
62,119,pr0,50perc,0,2021-02-18,731,none (0%)
37,340,pr0,50perc,0,2021-02-18,438,none (0%)
60,375,pr0,50perc,0,2021-02-18,650,none (0%)
58,70,pr0,50perc,0,2021-02-19,668,none (0%)
59,168,pr0,50perc,0,2021-02-19,680,none (0%)
65,219,pr0,50perc,0,2021-02-19,855,none (0%)
78,33,pr0,50perc,0,2021-02-20,959,none (0%)
46,34,pr0,50perc,0,2021-02-20,467,none (0%)
69,56,pr0,50perc,0,2021-02-20,807,none (0%)
61,226,pr0,50perc,0,2021-02-20,785,none (0%)
67,310,pr0,50perc,0,2021-02-20,793,none (0%)
78,320,pr0,50perc,0,2021-02-20,845,none (0%)
51,351,pr0,50perc,0,2021-02-20,651,none (0%)
51,351,pr0,50perc,0,2021-02-20,651,none (0%)
78,378,pr0,50perc,0,2021-02-20,886,none (0%)
57,132,pr0,50perc,0,2021-02-21,804,none (0%)
33,204,pr0,50perc,0,2021-02-21,417,none (0%)
81,248,pr0,50perc,0,2021-02-21,1094,none (0%)
47,368,pr0,50perc,0,2021-02-21,473,none (0%)
56,66,pr0,50perc,0,2021-02-22,549,none (0%)
54,78,pr0,50perc,0,2021-02-22,556,none (0%)
49,106,pr0,50perc,0,2021-02-22,631,none (0%)
74,205,pr0,50perc,0,2021-02-22,693,none (0%)
54,270,pr0,50perc,0,2021-02-22,599,none (0%)
71,176,pr0,50perc,0,2021-02-23,651,none (0%)
38,178,pr0,50perc,0,2021-02-23,421,none (0%)
56,197,pr0,50perc,0,2021-02-23,533,none (0%)
11,118,pr0,50perc,0,2021-02-24,339,none (0%)
61,259,pr0,50perc,0,2021-02-24,829,none (0%)
60,262,pr0,50perc,0,2021-02-24,1057,none (0%)
73,142,pr0,50perc,0,2021-02-24,918,none (0%)
73,142,pr0,50perc,0,2021-02-24,918,none (0%)
50,217,pr0,50perc,0,2021-02-24,614,none (0%)
49,339,pr0,50perc,0,2021-02-24,573,none (0%)
71,35,pr0,50perc,0,2021-02-25,616,none (0%)
63,150,pr0,50perc,0,2021-02-25,737,none (0%)
47,174,pr0,50perc,0,2021-02-25,519,none (0%)
61,251,pr0,50perc,0,2021-02-25,613,none (0%)
62,332,pr0,50perc,0,2021-02-25,580,none (0%)
54,75,pr0,50perc,0,2021-02-26,560,none (0%)
72,138,pr0,50perc,0,2021-02-26,580,none (0%)
57,36,pr0,50perc,0,2021-02-27,550,none (0%)
46,104,pr0,50perc,0,2021-02-27,554,none (0%)
49,19,pr0,50perc,0,2021-02-28,616,none (0%)
51,242,pr0,50perc,0,2021-02-28,456,none (0%)
64,291,pr0,50perc,0,2021-02-28,618,none (0%)
64,58,pr0,50perc,0,2021-03-01,681,none (0%)
78,115,pr0,50perc,0,2021-03-01,641,none (0%)
53,134,pr0,50perc,0,2021-03-01,602,none (0%)
49,209,pr0,50perc,0,2021-03-01,539,none (0%)
56,223,pr0,50perc,0,2021-03-01,594,none (0%)
60,279,pr0,50perc,0,2021-03-01,729,none (0%)
64,162,pr0,50perc,0,2021-03-02,608,none (0%)
71,198,pr0,50perc,0,2021-03-02,859,none (0%)
53,235,pr0,50perc,0,2021-03-02,483,none (0%)
30,317,pr0,50perc,0,2021-03-02,426,none (0%)
71,369,pr0,50perc,0,2021-03-02,942,none (0%)
25,146,pr0,50perc,0,2021-03-03,431,none (0%)
44,297,pr0,50perc,0,2021-03-03,614,none (0%)
69,28,pr0,50perc,0,2021-03-04,899,none (0%)
,73,pr0,50perc,0,2021-03-05,279,none (0%)
65,135,pr0,50perc,0,2021-03-05,777,none (0%)
62,292,pr0,50perc,0,2021-03-05,695,none (0%)
51,22,pr0,50perc,0,2021-03-06,585,none (0%)
49,39,pr0,50perc,0,2021-03-06,510,none (0%)
63,145,pr0,50perc,0,2021-03-06,530,none (0%)
59,53,pr0,50perc,0,2021-03-07,590,none (0%)
65,13,pr0,50perc,0,2021-03-08,677,none (0%)
10,96,pr0,50perc,0,2021-03-08,348,none (0%)
49,163,pr0,50perc,0,2021-03-08,501,none (0%)
49,163,pr0,50perc,0,2021-03-08,501,none (0%)
59,141,pr0,50perc,0,2021-03-09,576,none (0%)
66,308,pr0,50perc,0,2021-03-09,545,none (0%)
37,50,pr0,50perc,0,2021-03-11,356,none (0%)
56,95,pr0,50perc,0,2021-03-11,555,none (0%)
62,139,pr0,50perc,0,2021-03-11,600,none (0%)
54,151,pr0,50perc,0,2021-03-11,658,none (0%)
65,156,pr0,50perc,0,2021-03-11,720,none (0%)
72,295,pr0,50perc,0,2021-03-11,765,none (0%)
36,61,pr0,50perc,0,2021-03-13,518,none (0%)
73,221,pr0,50perc,0,2021-03-13,613,none (0%)
43,306,pr0,50perc,0,2021-03-14,495,none (0%)
37,328,pr0,50perc,0,2021-03-14,703,none (0%)
39,364,pr0,50perc,0,2021-03-14,393,none (0%)
51,103,pr0,50perc,0,2021-03-15,541,none (0%)
42,342,pr0,50perc,0,2021-03-15,386,none (0%)
28,105,pr0,50perc,0,2021-03-16,400,none (0%)
54,216,pr0,50perc,0,2021-03-16,460,none (0%)
53,343,pr0,50perc,0,2021-03-16,559,none (0%)
68,261,pr0,50perc,0,2021-03-17,560,none (0%)
69,136,pr0,50perc,0,2021-03-18,555,none (0%)
64,90,pr0,50perc,0,2021-03-19,570,none (0%)
66,263,pr0,50perc,0,2021-03-19,491,none (0%)
71,267,pr0,50perc,0,2021-03-19,552,none (0%)
70,10,pr0,50perc,0,2021-03-21,556,none (0%)
46,229,pr0,50perc,0,2021-03-21,442,none (0%)
48,289,pr0,50perc,0,2021-03-22,522,none (0%)
74,329,pr0,50perc,0,2021-03-22,620,none (0%)
68,258,pr0,50perc,0,2021-03-23,668,none (0%)
,26,pr0,50perc,0,2021-03-24,281,none (0%)
29,124,pr0,50perc,0,2021-03-26,398,none (0%)
54,167,pr0,50perc,0,2021-03-26,401,none (0%)
59,23,pr0,50perc,0,2021-03-27,485,none (0%)
52,275,pr0,50perc,0,2021-03-27,504,none (0%)
55,72,pr0,50perc,0,2021-03-31,548,none (0%)
27,296,pr0,50perc,0,2021-04-01,416,none (0%)
11,237,pr0,50perc,0,2021-04-02,346,none (0%)
71,148,pr0,50perc,0,2021-04-03,705,none (0%)
,334,pr0,50perc,0,2021-04-03,298,none (0%)
21,133,pr0,50perc,0,2021-04-04,328,none (0%)
11,125,pr0,50perc,0,2021-04-06,319,none (0%)
,97,pr0,50perc,0,2021-04-07,240,none (0%)
,1,pr0,50perc,0,2021-04-08,278,none (0%)
61,84,pr0,50perc,0,2021-04-10,388,none (0%)
53,4,pr0,50perc,0,2021-04-17,394,none (0%)
,244,pr0,50perc,0,2021-04-17,274,none (0%)
59,252,pr0,50perc,0,2021-04-19,466,none (0%)
31,316,pr0,50perc,0,2021-04-19,353,none (0%)
48,281,pr0,50perc,0,2021-04-20,389,none (0%)
35,345,pr0,50perc,0,2021-04-20,343,none (0%)
4,46,pr0,50perc,0,2021-04-21,329,none (0%)
71,202,pr0,50perc,0,2021-04-23,541,none (0%)
,213,pr0,50perc,0,2021-04-23,242,none (0%)
6,207,pr0,50perc,0,2021-05-01,331,none (0%)
,130,pr0,50perc,0,2021-05-03,249,none (0%)
,247,pr0,50perc,0,2021-05-04,241,none (0%)
11,272,pr0,50perc,0,2021-05-08,354,none (0%)
,367,pr0,50perc,0,2021-05-10,297,none (0%)
,2,pr0,50perc,0,2021-05-17,164,none (0%)
,365,pr0,50perc,0,2021-05-30,251,none (0%)
18,257,pr0,50perc,0,2021-06-14,326,none (0%)
18,1766,pr2,50perc,0.6,2020-11-29,479,weak (20%)
17,1513,pr2,50perc,0.6,2020-12-01,465,weak (20%)
26,842,pr2,50perc,0.6,2020-12-07,565,weak (20%)
15,2320,pr2,50perc,0.6,2020-12-08,533,weak (20%)
35,2635,pr2,50perc,0.6,2020-12-09,537,weak (20%)
30,1660,pr2,50perc,0.6,2020-12-11,553,weak (20%)
32,2060,pr2,50perc,0.6,2020-12-12,503,weak (20%)
21,1427,pr2,50perc,0.6,2020-12-13,493,weak (20%)
17,2775,pr2,50perc,0.6,2020-12-14,432,weak (20%)
21,820,pr2,50perc,0.6,2020-12-15,464,weak (20%)
10,2181,pr2,50perc,0.6,2020-12-15,435,weak (20%)
24,2469,pr2,50perc,0.6,2020-12-15,455,weak (20%)
47,896,pr2,50perc,0.6,2020-12-17,703,weak (20%)
24,1850,pr2,50perc,0.6,2020-12-18,455,weak (20%)
14,2551,pr2,50perc,0.6,2020-12-18,445,weak (20%)
19,991,pr2,50perc,0.6,2020-12-19,454,weak (20%)
30,1343,pr2,50perc,0.6,2020-12-19,562,weak (20%)
31,2571,pr2,50perc,0.6,2020-12-19,513,weak (20%)
23,2049,pr2,50perc,0.6,2020-12-20,466,weak (20%)
29,1691,pr2,50perc,0.6,2020-12-21,492,weak (20%)
15,2592,pr2,50perc,0.6,2020-12-21,415,weak (20%)
31,2487,pr2,50perc,0.6,2020-12-22,517,weak (20%)
10,729,pr2,50perc,0.6,2020-12-23,429,weak (20%)
36,853,pr2,50perc,0.6,2020-12-23,607,weak (20%)
20,1332,pr2,50perc,0.6,2020-12-23,423,weak (20%)
20,1639,pr2,50perc,0.6,2020-12-23,475,weak (20%)
40,1899,pr2,50perc,0.6,2020-12-23,546,weak (20%)
33,1973,pr2,50perc,0.6,2020-12-23,462,weak (20%)
22,2733,pr2,50perc,0.6,2020-12-23,444,weak (20%)
15,1023,pr2,50perc,0.6,2020-12-24,477,weak (20%)
24,1480,pr2,50perc,0.6,2020-12-24,503,weak (20%)
22,2786,pr2,50perc,0.6,2020-12-24,492,weak (20%)
28,1542,pr2,50perc,0.6,2020-12-25,411,weak (20%)
38,2235,pr2,50perc,0.6,2020-12-25,511,weak (20%)
38,1012,pr2,50perc,0.6,2020-12-26,483,weak (20%)
53,1175,pr2,50perc,0.6,2020-12-26,492,weak (20%)
30,2406,pr2,50perc,0.6,2020-12-26,536,weak (20%)
41,1215,pr2,50perc,0.6,2020-12-27,543,weak (20%)
36,2707,pr2,50perc,0.6,2020-12-27,420,weak (20%)
38,1195,pr2,50perc,0.6,2020-12-28,637,weak (20%)
30,1322,pr2,50perc,0.6,2020-12-28,495,weak (20%)
30,1671,pr2,50perc,0.6,2020-12-28,499,weak (20%)
51,1995,pr2,50perc,0.6,2020-12-28,556,weak (20%)
40,2363,pr2,50perc,0.6,2020-12-28,643,weak (20%)
41,1777,pr2,50perc,0.6,2020-12-29,489,weak (20%)
58,1932,pr2,50perc,0.6,2020-12-29,550,weak (20%)
40,2100,pr2,50perc,0.6,2020-12-29,477,weak (20%)
29,2205,pr2,50perc,0.6,2020-12-29,492,weak (20%)
7,2716,pr2,50perc,0.6,2020-12-29,390,weak (20%)
39,980,pr2,50perc,0.6,2020-12-30,465,weak (20%)
10,949,pr4,50perc,0.6,2020-11-11,418,moderate (40%)
16,905,pr4,50perc,0.6,2020-11-16,424,moderate (40%)
10,1011,pr4,50perc,0.6,2020-11-24,456,moderate (40%)
14,839,pr4,50perc,0.6,2020-11-28,458,moderate (40%)
17,1727,pr4,50perc,0.6,2020-11-28,413,moderate (40%)
18,850,pr4,50perc,0.6,2020-11-29,432,moderate (40%)
16,1240,pr4,50perc,0.6,2020-11-30,417,moderate (40%)
16,1746,pr4,50perc,0.6,2020-11-30,401,moderate (40%)
17,1493,pr4,50perc,0.6,2020-12-01,430,moderate (40%)
14,927,pr4,50perc,0.6,2020-12-03,423,moderate (40%)
12,990,pr4,50perc,0.6,2020-12-03,409,moderate (40%)
18,1062,pr4,50perc,0.6,2020-12-05,499,moderate (40%)
19,1229,pr4,50perc,0.6,2020-12-05,420,moderate (40%)
24,1645,pr4,50perc,0.6,2020-12-05,451,moderate (40%)
12,829,pr4,50perc,0.6,2020-12-06,412,moderate (40%)
14,1396,pr4,50perc,0.6,2020-12-06,451,moderate (40%)
14,742,pr4,50perc,0.6,2020-12-07,464,moderate (40%)
8,1000,pr4,50perc,0.6,2020-12-08,416,moderate (40%)
11,1526,pr4,50perc,0.6,2020-12-08,383,moderate (40%)
