scen_num,sample_num,exp_name,date,reopen,crit_det,date_min,date_max,days_above
247,246,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-18,100perc,530,2020-11-18,2021-02-13,87.2271914132353
300,299,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-18,100perc,526,2020-11-18,2021-02-19,92.9159212880113
342,341,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-18,100perc,535,2020-11-18,2021-02-03,76.797853309479
370,369,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-18,100perc,530,2020-11-18,2021-02-02,75.8497316636835
33,32,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,537,2020-11-19,2021-01-27,69.2128801431121
56,55,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,516,2020-11-19,2021-01-18,60.6797853309496
69,68,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,528,2020-11-19,2021-02-03,75.8497316636863
137,136,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,516,2020-11-19,2021-01-31,73.0053667262969
144,143,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,537,2020-11-19,2021-02-05,77.7459749552801
199,198,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,522,2020-11-19,2021-02-02,74.9016100178907
221,220,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,521,2020-11-19,2021-02-05,77.7459749552801
259,258,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,526,2020-11-19,2021-02-08,81.5384615384594
278,277,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,516,2020-11-19,2021-02-15,88.1753130590364
289,288,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,541,2020-11-19,2021-02-08,81.5384615384594
295,294,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,558,2020-11-19,2021-02-10,83.434704830056
299,298,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,520,2020-11-19,2021-01-26,68.2647584973193
304,303,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,526,2020-11-19,2021-02-19,91.9677996422185
307,306,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,531,2020-11-19,2021-02-04,76.7978533094818
320,319,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,525,2020-11-19,2021-02-04,76.7978533094818
368,367,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,554,2020-11-19,2021-02-04,76.7978533094818
382,381,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-19,100perc,545,2020-11-19,2021-02-15,88.1753130590364
58,57,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,527,2020-11-20,2021-02-12,84.3828264758543
61,60,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,516,2020-11-20,2021-02-13,85.330948121647
150,149,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,533,2020-11-20,2021-01-19,60.6797853309496
156,155,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,536,2020-11-20,2021-02-16,88.1753130590336
214,213,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,517,2020-11-20,2021-02-12,84.3828264758543
227,226,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,521,2020-11-20,2021-02-18,90.0715563506274
267,266,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,516,2020-11-20,2021-02-11,83.434704830056
272,271,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,553,2020-11-20,2021-02-13,85.330948121647
275,274,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,544,2020-11-20,2021-02-20,91.9677996422185
350,349,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,520,2020-11-20,2021-02-08,80.5903398926639
362,361,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-20,100perc,542,2020-11-20,2021-01-12,53.0948121645826
20,19,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,517,2020-11-21,2021-02-06,76.797853309479
36,35,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,534,2020-11-21,2021-02-06,77.7459749552773
55,54,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,531,2020-11-21,2021-02-21,91.9677996422185
174,173,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,528,2020-11-21,2021-02-09,80.5903398926639
269,268,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,521,2020-11-21,2021-02-18,89.1234347048292
301,300,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,530,2020-11-21,2021-02-24,95.7602862254033
373,372,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,548,2020-11-21,2021-01-24,64.4722719141317
389,388,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,542,2020-11-21,2021-01-31,71.1091234347031
397,396,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-21,100perc,549,2020-11-21,2021-02-09,80.5903398926639
24,23,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-22,100perc,534,2020-11-22,2021-03-03,101.449016100177
47,46,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-22,100perc,524,2020-11-22,2021-02-16,86.2790697674371
123,122,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-22,100perc,555,2020-11-22,2021-02-06,75.8497316636808
138,137,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-22,100perc,530,2020-11-22,2021-02-06,75.8497316636808
229,228,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-22,100perc,524,2020-11-22,2021-02-06,75.8497316636808
270,269,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-22,100perc,529,2020-11-22,2021-02-18,88.1753130590309
287,286,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-22,100perc,517,2020-11-22,2021-02-13,83.4347048300505
390,389,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-22,100perc,522,2020-11-22,2021-02-05,74.901610017888
14,13,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,524,2020-11-23,2021-02-20,89.1234347048292
105,104,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,520,2020-11-23,2021-02-02,71.1091234347059
151,150,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,531,2020-11-23,2021-02-10,79.6422182468711
155,154,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,531,2020-11-23,2021-02-08,77.7459749552746
168,167,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,531,2020-11-23,2021-02-07,76.7978533094818
180,179,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,520,2020-11-23,2021-02-04,73.0053667262969
184,183,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,520,2020-11-23,2021-02-10,79.6422182468711
188,187,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,535,2020-11-23,2021-01-26,64.4722719141344
223,222,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,545,2020-11-23,2021-02-16,85.3309481216443
258,257,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,534,2020-11-23,2021-02-10,79.6422182468711
381,380,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,532,2020-11-23,2021-01-30,68.2647584973165
386,385,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-23,100perc,520,2020-11-23,2021-01-30,68.2647584973165
11,10,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,538,2020-11-24,2021-02-17,85.330948121647
78,77,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,525,2020-11-24,2021-02-11,79.6422182468711
140,139,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,516,2020-11-24,2021-02-18,86.2790697674426
141,140,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,550,2020-11-24,2021-02-13,81.5384615384622
147,146,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,518,2020-11-24,2021-02-22,90.0715563506274
164,163,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,523,2020-11-24,2021-01-13,50.2504472271905
242,241,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,533,2020-11-24,2021-01-31,68.2647584973165
317,316,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,517,2020-11-24,2021-02-09,77.7459749552773
364,363,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,528,2020-11-24,2021-02-16,84.3828264758488
31,30,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,547,2020-11-24,2021-01-13,49.3023255813922
67,66,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,540,2020-11-24,2021-01-26,62.5760286225406
134,133,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,532,2020-11-24,2021-01-30,66.3685152057227
142,141,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,522,2020-11-24,2021-02-10,77.7459749552773
157,156,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,520,2020-11-24,2021-02-18,85.3309481216443
203,202,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,540,2020-11-24,2021-02-03,70.1610017889076
210,209,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,517,2020-11-24,2021-02-17,84.3828264758488
271,270,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-24,100perc,523,2020-11-24,2021-02-13,80.5903398926639
83,82,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-25,100perc,525,2020-11-25,2021-02-04,70.1610017889103
169,168,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-25,100perc,516,2020-11-25,2021-02-24,91.0196779964257
264,263,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-25,100perc,523,2020-11-25,2021-02-06,73.0053667262997
72,71,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-26,100perc,528,2020-11-26,2021-02-04,69.2128801431121
145,144,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-26,100perc,517,2020-11-26,2021-02-13,78.6940966010728
162,161,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-26,100perc,541,2020-11-26,2021-02-14,79.6422182468711
215,214,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-26,100perc,517,2020-11-26,2021-02-08,73.9534883720897
250,249,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-26,100perc,537,2020-11-26,2021-02-15,80.5903398926666
266,265,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-26,100perc,517,2020-11-26,2021-02-25,91.019677996423
283,282,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-26,100perc,530,2020-11-26,2021-03-02,95.7602862254006
338,337,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-26,100perc,526,2020-11-26,2021-02-28,93.8640429338123
106,105,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-27,100perc,519,2020-11-27,2021-02-20,84.3828264758488
109,108,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-27,100perc,543,2020-11-27,2021-02-01,65.42039355993
230,229,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-27,100perc,521,2020-11-27,2021-02-11,75.8497316636863
249,248,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-27,100perc,523,2020-11-27,2021-01-29,62.5760286225434
273,272,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-27,100perc,520,2020-11-27,2021-01-30,63.5241502683361
351,350,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-27,100perc,527,2020-11-27,2021-02-15,79.6422182468711
377,376,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-27,100perc,524,2020-11-27,2021-02-17,81.5384615384622
107,106,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-28,100perc,518,2020-11-28,2021-02-16,79.6422182468656
152,151,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-28,100perc,519,2020-11-28,2021-02-10,73.9534883720925
21,20,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-29,100perc,526,2020-11-29,2021-02-06,68.2647584973165
222,221,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-29,100perc,539,2020-11-29,2021-02-11,73.9534883720952
326,325,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-29,100perc,526,2020-11-29,2021-02-10,73.0053667262997
93,92,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-30,100perc,535,2020-11-30,2021-02-13,74.901610017888
236,235,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-11-30,100perc,539,2020-11-30,2021-02-20,81.5384615384594
41,40,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-01,100perc,538,2020-12-01,2021-02-06,67.316636851521
124,123,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-01,100perc,523,2020-12-01,2021-02-14,74.9016100178907
355,354,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-01,100perc,524,2020-12-01,2021-02-23,83.4347048300533
4,3,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-02,100perc,538,2020-12-02,2021-03-02,90.0715563506219
25,24,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-02,100perc,522,2020-12-02,2021-02-23,82.486583184255
34,33,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-02,100perc,520,2020-12-02,2021-02-01,60.6797853309468
52,51,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-02,100perc,517,2020-12-02,2021-02-06,65.4203935599244
75,74,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-02,100perc,531,2020-12-02,2021-02-25,85.3309481216443
173,172,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-02,100perc,547,2020-12-02,2021-02-11,71.1091234347031
354,353,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-02,100perc,523,2020-12-02,2021-02-15,74.901610017888
87,86,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-03,100perc,531,2020-12-03,2021-02-18,76.7978533094818
154,153,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-03,100perc,520,2020-12-03,2021-03-06,92.915921288014
315,314,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-03,100perc,523,2020-12-03,2021-02-22,80.5903398926666
208,207,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-04,100perc,519,2020-12-04,2021-03-13,98.6046511627899
290,289,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-04,100perc,519,2020-12-04,2021-02-24,82.4865831842577
85,84,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-05,100perc,533,2020-12-05,2021-01-30,55.9391771019664
298,297,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-05,100perc,539,2020-12-05,2021-02-20,76.797853309479
306,305,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-05,100perc,563,2020-12-05,2021-02-13,70.1610017889076
64,63,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-06,100perc,540,2020-12-06,2021-02-24,80.5903398926694
108,107,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-06,100perc,525,2020-12-06,2021-02-21,76.7978533094845
358,357,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-06,100perc,532,2020-12-06,2021-02-25,81.5384615384649
308,307,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-07,100perc,520,2020-12-07,2021-01-27,51.198568872986
48,47,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-08,100perc,524,2020-12-08,2021-03-04,86.2790697674426
260,259,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-08,100perc,527,2020-12-08,2021-03-12,93.8640429338095
262,261,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-09,100perc,546,2020-12-09,2021-01-25,47.4060822898039
76,75,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-10,100perc,523,2020-12-10,2021-02-11,63.5241502683389
99,98,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-10,100perc,523,2020-12-10,2021-02-10,62.5760286225434
325,324,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-10,100perc,519,2020-12-10,2021-03-01,81.5384615384649
130,129,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-11,100perc,521,2020-12-11,2021-02-13,64.4722719141317
139,138,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-11,100perc,529,2020-12-11,2021-02-21,72.0572450805014
131,130,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-12,100perc,525,2020-12-12,2021-02-21,71.1091234347059
337,336,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-12,100perc,529,2020-12-12,2021-02-25,75.8497316636863
244,243,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-13,100perc,535,2020-12-13,2021-02-23,72.0572450804986
344,343,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-13,100perc,522,2020-12-13,2021-02-24,72.0572450805014
194,193,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-14,100perc,524,2020-12-14,2021-01-30,46.4579606440056
252,251,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-14,100perc,516,2020-12-14,2021-02-23,70.1610017889076
28,27,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-15,100perc,521,2020-12-15,2021-02-10,56.8872987477647
213,212,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-15,100perc,549,2020-12-15,2021-03-07,81.5384615384622
305,304,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-17,100perc,518,2020-12-17,2021-02-26,71.1091234347059
255,254,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-18,100perc,526,2020-12-18,2021-02-28,72.0572450805014
280,279,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-19,100perc,531,2020-12-19,2021-03-14,85.330948121647
100,99,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-20,100perc,518,2020-12-20,2021-02-18,59.7316636851513
136,135,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-20,100perc,526,2020-12-20,2021-02-21,62.5760286225406
1,0,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-23,100perc,516,2020-12-23,2021-02-20,58.7835420393558
380,379,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-25,100perc,534,2020-12-25,2021-03-08,73.0053667262942
219,218,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-26,100perc,527,2020-12-26,2021-03-09,73.0053667262942
265,264,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-26,100perc,540,2020-12-26,2021-03-26,90.0715563506219
288,287,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-26,100perc,532,2020-12-26,2021-03-01,65.4203935599272
378,377,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2020-12-31,100perc,528,2020-12-31,2021-03-20,78.6940966010756
2,1,20210516_IL_localeEMS_11_100perc_counterfactual_reopen,2021-01-05,100perc,532,2021-01-05,2021-03-08,61.6279069767396
90,89,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-12,50perc,530,2020-11-12,2021-02-23,102.397137745972
254,253,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-13,50perc,520,2020-11-13,2021-03-03,109.982110912345
160,159,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-17,50perc,536,2020-11-17,2021-02-28,103.345259391773
167,166,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-17,50perc,538,2020-11-17,2021-03-07,109.982110912345
314,313,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-19,50perc,518,2020-11-19,2021-02-06,78.6940966010728
192,191,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-21,50perc,526,2020-11-21,2021-03-03,102.397137745975
312,311,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-21,50perc,543,2020-11-21,2021-02-16,87.2271914132353
16,15,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-22,50perc,523,2020-11-22,2021-02-08,78.6940966010673
40,39,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-22,50perc,531,2020-11-22,2021-02-21,91.0196779964202
62,61,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-22,50perc,541,2020-11-22,2021-03-05,103.345259391768
170,169,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-22,50perc,525,2020-11-22,2021-02-24,94.8121645796051
239,238,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-23,50perc,517,2020-11-23,2021-02-12,81.5384615384649
356,355,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-23,50perc,530,2020-11-23,2021-02-27,96.7084078711989
388,387,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-23,50perc,554,2020-11-23,2021-02-24,92.915921288014
5,4,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-24,50perc,517,2020-11-24,2021-02-15,83.434704830056
129,128,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-24,50perc,517,2020-11-24,2021-03-08,103.345259391768
216,215,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-24,50perc,523,2020-11-24,2021-02-24,91.0196779964202
302,301,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-24,50perc,518,2020-11-24,2021-02-28,95.7602862254033
316,315,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-24,50perc,536,2020-11-24,2021-03-04,99.5527728085882
22,21,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-25,50perc,517,2020-11-25,2021-02-13,79.6422182468711
60,59,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-25,50perc,518,2020-11-25,2021-02-21,87.2271914132409
128,127,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-25,50perc,527,2020-11-25,2021-02-20,86.2790697674426
340,339,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-25,50perc,522,2020-11-25,2021-02-07,73.9534883720952
374,373,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-25,50perc,529,2020-11-25,2021-02-25,91.9677996422212
23,22,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-26,50perc,522,2020-11-26,2021-02-25,91.019677996423
44,43,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-27,50perc,525,2020-11-27,2021-02-15,79.6422182468711
291,290,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-27,50perc,520,2020-11-27,2021-02-20,84.3828264758488
82,81,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-28,50perc,529,2020-11-28,2021-03-06,97.6565295169917
330,329,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-28,50perc,542,2020-11-28,2021-02-14,77.7459749552773
343,342,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-28,50perc,521,2020-11-28,2021-03-15,107.137745974952
385,384,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-28,50perc,522,2020-11-28,2021-03-09,100.500894454381
392,391,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-28,50perc,546,2020-11-28,2021-03-31,122.307692307692
86,85,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-29,50perc,530,2020-11-29,2021-03-14,105.241502683367
292,291,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-29,50perc,527,2020-11-29,2021-03-22,112.826475849731
322,321,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-29,50perc,522,2020-11-29,2021-03-10,100.500894454384
88,87,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-30,50perc,529,2020-11-30,2021-03-18,108.085867620748
186,185,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-30,50perc,520,2020-11-30,2021-02-18,79.6422182468684
297,296,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-30,50perc,516,2020-11-30,2021-03-21,110.93023255814
341,340,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-11-30,50perc,518,2020-11-30,2021-02-24,86.2790697674426
96,95,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-01,50perc,519,2020-12-01,2021-03-06,94.8121645796051
115,114,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-01,50perc,526,2020-12-01,2021-03-14,103.345259391773
313,312,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-01,50perc,519,2020-12-01,2021-02-25,86.2790697674426
185,184,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-02,50perc,520,2020-12-02,2021-02-28,88.1753130590336
97,96,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-04,50perc,525,2020-12-04,2021-03-04,90.0715563506274
190,189,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-04,50perc,520,2020-12-04,2021-02-15,73.0053667262969
238,237,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-04,50perc,532,2020-12-04,2021-02-22,79.6422182468684
323,322,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-04,50perc,528,2020-12-04,2021-02-10,68.2647584973165
53,52,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-05,50perc,525,2020-12-05,2021-03-20,105.241502683364
68,67,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-05,50perc,521,2020-12-05,2021-03-05,90.0715563506247
207,206,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-05,50perc,520,2020-12-05,2021-03-10,94.8121645796051
246,245,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-05,50perc,523,2020-12-05,2021-01-30,55.9391771019664
309,308,20210516_IL_localeEMS_11_50perc_counterfactual_reopen,2020-12-05,50perc,518,2020-12-05,2021-03-14,98.6046511627899
